,Caption,Comments,Likes,Username,lat,lon,Short Name,Country,tagged_Users
614,#australia #cairns#sea #city#sunset #palm #esplanadelagoon#streetart#city#music#movie#fashion#art#love#hope#faith#more#muzika#moda#film#umetnost#ljubav#vera#nada,0,4,orient777,-20.9175738,142.7027956,QLD,Australia,no mention
616,"Mother Mary 2021
.
.
.

#toronto #torontoart #art #photo #color #paint #painting #street #drawing #streetart #digital #graffwriters #artistic #graffiti #6ix #stencil #stencilart #photography  #createeveryday #photographyart #sketchbook",0,7,xp.nd.bl,51.253775,-85.323214,ON,Canada,no mention
618,Marseille ! 😎 #streetart #streetartmarseille #streetartmarseille #ruedemarseille,0,0,thomasvin100,46.227638,2.213749,FR,France,no mention
622,Banksy? - Metro Station Alter Teichweg Hamburg. #alterteichweg #HAMBURG #streetart #banksy #nikoncoolpixp7700,0,1,petermichael24,53.5853633,10.0614142,Alter Teichweg,Germany,no mention
628,#thisisleeds #leedscitycentre #leedscity #lufc #mural #muralart #leedsunited #leeds #yorkshire,0,7,loser_paul,52.3555177,-1.1743197,England,United Kingdom,no mention
630,#streetphotography #street_photography #urbanphotography #mural #muralart #urbexphotography #shotoniphone #iphonography #mobilephotography #foto #insta_pick_bw #fotografie #photographylovers #photogram #travel  #travelphotography #travelgram #kindness #lovequotes #photographylovers #photography #photographie #rogersarkansas #explore #wonderful_places #click #liveyourdash #downtownrogers,0,4,mp_life_as_i_see_it_in_color,35.20105,-91.8318334,AR,United States,no mention
631,"Art: @nataliamolinero 
#arturba #muralart #graffitiart #bcngraffiti #streetart #graffitibcn #barcelonastreetart #Barcelona, #mural #muralismo #streetartbarcelona #arteenlacalle #artalcarrer #streetartbcn #graffiti #graffitibarcelona #Urbanmagacine #UrbanArt  #StreetArtEverywhere #GraffitiArt  #UrbanStreet #TopStreetart  #StreetArtCities #StreetartLovers  #StreetMural  #Streetartdaily #TheStreetartHunters #Muralart #wallspot",0,6,evalop11,41.3740939,2.1721216,Jardins de les Tres Xemeneies,Spain,no mention
633,"Murals all over Philly
#murals #muralsdaily #muralart #phillymurals #philly #phillyart #art #muralsofinstagram",0,67,chefclaire_,41.2033216,-77.1945247,PA,United States,no mention
634,"•new project 
•newwall 
•farmhouse  wall 2
#wallart #muralart #ship #see #kokan #wallpainting #artist #art #horse #ticd  #theindiancircusdesign",0,22,theindiancircusdesign,18.5204303,73.8567437,Pune,India,no mention
635,"The colourful lady 
@dasicfernandez 

#art#arty#street#streetart#urban#graffiti#city#cityphotography#cityscape#colour#architecture#wall#mural#cool#hipster#🍒#walk#wanderlust#chile#instachile#travel#travelgram#alwayscolourfulgraffitiwithu#discover#america#instapic#followforfollowback#photography#blogger#picoftheday",0,9,jordirp80,29.7266131,-99.0736462,Bandera,United States,no mention
639,"“Je ne regrette de rien”
.
.
.
#genova #wall #wallart #vicoli #maddalena #shutter #gate #art #shutterart #mural",0,1,matteo_scarsi,41.2435336,9.4062212,Maddalena archipelago,Italy,no mention
644,#holland #rotterdam#streetart #travel #travelphotography #life#cityphotography  #imagination#imagine#instaphoto #bicycle #snowlove #photography#sky #skycolors #sunnyday#sunny#corona#norules#life#nl#urban#urbanphotography#europe#bench#city#urbanart #citylife#friday #freitag#enjoy#bench,0,4,bentslover,52.132633,5.291265999999999,NL,Netherlands,no mention
646,Colorful Montañita! #Montañita #ecuador #art #streetart #urbanart #mural #arteurbano #graff #streetartistry #urbanwalls #streetartist,0,6,andrea.clef,-1.831239,-78.18340599999999,EC,Ecuador,no mention
648,"#urbanphotography #urban #city #urbanandstreet #parking #urbanlife #fotografiaquito #ecuador #urbanlendscape
#artofvisualsr #callejero #streetart #arteurbano photography #photos #pic #pics #picture #photographer #pictures #art #beautiful  #photooftheday #exposure #composition #focus #capture #moment #photoshoot #photodaily #photogram",0,4,pipeqto,36.89853,-95.92502499999999,112,United States,no mention
649,"Great contemporary, pop and street art up now. 
.
.
.
#robertindiana #moodymutz #artists #artistsoninstagram #popart #streetart #contemporaryart #originalworks #availableart #hope #circuits #nycartgallery",0,6,woodward_gallery,37.0921258,-95.716337,ID,,no mention
658,"Hi
The masks are back in stock!!

These masks are hand made one by one by @salomeandeloe 
Click on profile link to get yours

Gr
Laser 3.14

.
.
.
.
.
#laser314 #art #streetart #poetry #graffiti #mask #inhale #exhale #handmade #covid #lockdown #freedom",0,11,laser314,52.132633,5.291265999999999,NL,Netherlands,no mention
659,"▪️▪️▪️
#mural
#murales 
#tepoztlan
#tepoztlán
#morelos
#tepoztlanpueblomagico
#tepoztlanmorelos
#pueblomagico
#pueblosmagicos
#pueblosmagicosmexico
#pueblosmagicosoficial
#ig_mexico
#igersmexico
#mexicomaravilloso
#mexicomagico
#mexicosorprendente
#mexico_tour
#vive_mexico
#visitmexico
#mexicodesconocido
#joyasfotograficas
#captura_mexico
#capturamexico
#mexico_amazing
#viajapormexico
#mexishoots
#mexicoesfotografia
#loves_mexico
#vistasdemexico
#visit_mexico",0,0,muralesyart,26.417632,-108.6145938,El Fuerte,Mexico,no mention
660,"@huitacamurals will create a mural to memorialize Vanessa Guillen in Oak Cliff. 
The artist coalition hopes the mural will contribute to raising awareness of Guillen’s legacy and the I Am Vanessa Guillen Act H.R. 8270.
Work on the mural on April 5.
(Second photo is of Huitaca Murals artist Natalia Montoya and Jocelyn García Ortiz.) @wfaa

#OakCliff #iamvanessaguillen #Texas #Dallas #mural #artistmural #vanessaguillen
#communitystories",0,0,luluchinews,32.7203477,-96.8743083,Oak Cliff,United States,@wfaa
661,Tug-Of-War #mural #art #cartoon #bw #travel #walking #laartsdistrict #losangeles #california,0,2,houtmanlg,34.0522342,-118.2436849,Los Angeles,United States,no mention
662,Finally got to wrap this up with @rushtospark! Now I can finally take it off my wall so people stop asking me if it's available. 😂 #octopus #octopustattoo #moon #moontattoo #themagicians #magic #fillory #breakbills #mural #nw #nwtattooartist #pnw #Vancouver #Portland #fandom #tattoos #tattooartist,0,2,_.0ni_,45.627402,-122.6404014,815,United States,no mention
673,"Kebahagiaan tidak diukur dari seberapa banyak yang kita miliki, tetapi dari perasaan mensyukuri apa yang kita miliki.

-
-
📸Xiaomi A2
🎨Adobe Lightroom
-
-
#streetphotography #photography #street #photooftheday #phonephotography #phonegraphyindonesia #landscapephotography #zonafotografi #hptografi #instastreetid #streetart #landscape #photographer #streetstyle #instagood #streets #picoftheday #potraitphotography #urbanphotography #city #streetphoto #nature #portrait #bogorhits #bogorkeren #bogorpisan #istanabogor #bogorindonesia",0,19,mlnnnztmk,-6.597146899999999,106.8060388,Bogor,Indonesia,no mention
674,"“Pecado Original” el mural
Para @elmuralhostel 
Mi último mural, en Tarapoto.
Es la recreación de otra obra que puedes encontrar en mi feed.
.
#autorretrato #selfportrait  #muralpainting #femalemuralist #muralistaperuana #muralistamujer #peruvianpainter #bombing #muralistasperuanos #muralart #botanicalmural 
.
.
.
 Gracias amigo @zelvauno  por guiarme en miles de aventuras, gracias @rocioabad  por tu cariños, amistad y tolerancia, gracias @kardo1999 por creer en mi arte y quererme así loquilla.
2021",0,10,anabalcazarbartra,37.0849464,-121.6102216,San Martin,United States,no mention
677,#srt #srtjeep #wk2 #mopar #moparornocar #jeep #grandcherokee #sixfour #392hemi #jltperformance #modernmuscle #cammedtrucks #jordan #michaeljordan #mural,0,1,shki.773,40.6227893,-112.0000485,7062,United States,no mention
678,"Sonríe somos ciclistas 🥰🚴🏾‍♀️

#fixiegirls #girlsonbikes #girls #bikegirls #cyclingphotos #photooftheday #bicis #cycling #ciclismourbano #ciclismomexico #chicasciclistas #rutas #bicisurbanas #pictures #photoshoot #muralescdmx #muralesmexicanos #mural #mexicoenmurales #muralesart #wearecdmx",0,4,rebelde_roots,36.2914153,-95.8315514,9500,United States,no mention
679,"Colores 💛

#perhapsyouneedalittleguatemala 
#atitlan #mural",0,2,rosqii,14.6945888,-91.28789979999999,San Juan La Laguna,Guatemala,no mention
680,"Mural vainilla y vaina, escenario. 
Aerógrafia y aerosol
2 madrugadas 1 día.

#mural #arte #muralismo #wallporn #line #flores #flower 

#3micras produce
#riesk pinta",0,9,3micras,25.7106379,-100.29095,#1000,Mexico,no mention
682,"Urban Art, let's create some art together! 🪟❤️🎨
.
.
@ayvuthecreativeclass 
@ayvuartstudio 
@carolinaneryartwork 
.
.
#urbanart #performanceart #timeless_streets #jundiai #brazil #artonthestreet #constructivist #collectivearts #pararparapoderseguir #pausa #pause #reflita #thinkdifferently",0,0,ayvuthecreativeclass,-40.900557,174.885971,NZ,New Zealand,no mention
683,"A memory... ‘autumnal’ a huge painting of mine 130 x 230 cm long ago collected but remembered fondly on these beautiful autumn days. .
.
.
.
@larabardsleyart #larabardsleyart #art #abstractart #abstractpainting #mavacollective #bluethumbartist #contemporaryart #decor #newandabstract #soulart #artlover #largecanvas #artcollectors #originalart #larabardsleyart #melbourneartist #australianartist #abstractexpressionism #contemporarypainting #austalianart #urbanart #madeinmelbourne #contemporaryabstract #melbourneart #modernartist #artistatwork #lorne #hugeart #mavacollective #lovelorne #abstractart",0,3,larabardsleyart,-37.4713077,144.7851531,VIC,Australia,no mention
686,"倪匡 // 「喜歡怎麼過日子，可以憑借自己的意思。同樣美麗。」

「音樂是沒有高低級之分，有一些人推崇古典音樂，不知是基於什麼樣的滑稽心態。今日稱之為古典音樂者，昔年也一樣是流行音樂；今日之流行音樂，若干年之後，也就成了古典音樂。」

「你愛看的書，就是你該看的書。書海浩瀚，總有你愛看的，那就看。不愛看的，別浪費生命。若看了古文就惹氣，那就看今文。看書的主要目的，是在看的過程得到快樂，享受閱讀帶來的樂趣，那樂趣是越看越濃的。十年業余讀古文，所得閱讀樂趣之多，肯定非同小可。」

「古語叫『授人以柄』，即把劍給別人刺自己，好不智。」

Ni Kuang, is a Hong Kong-American novelist and screenwriter. He has written over 300 Chinese-language wuxia and science fiction novels, and more than 400 film scripts. 

#id #asianart#creative #photography #visual #modernart #gallery #instamood #hkart #hkiger #hkig #urbanart  #urban #abstractart#digitalart #creative #fashion #shot #digitaldesign #arte #vogue #artoftheday #vintage #artbasel #contemporaryart #hongkongart #inspiration #quoteoftheday #writer #倪匡 #blackandwhite",0,9,jackhhhhhhhhh,38.924852,-94.726824,12345,United States,no mention
688,"Jueves 8 explota todo en @valhalla_tienda_de_cervezas 💣💣💣
🤘🏽💀
.
#estosevaadescontrolar 
.
Suscribite a nuestro canal de #youtube y #spotify !!!
.
.
#brass #brassband #barisax #barisaxophone #baritonesax #tenorsax #tenorsaxophone #saxophone #sax #rocknacional #rockargentino #mendoza #mendozaargentina #rockmendocino #delacalle #streetart #drum #powertrio #eventosenmendoza #livemusic #powerbrass #brassband #valhallacervecería #unplugged",0,1,delacalle_brassband,25.643642,-100.276136,341,Mexico,no mention
689,"🍏APPLE🍏 NEW RESIN RING🦄🐝🍒
THANKS FOR THE NAME IDEAS🧃🌈UGH BLUE SKIES ARE SUCH A VIBE 🍭🍄GIVEAWAY INFO➡️

Hope you all are doing awesome! 🌸🍤🍭🍡🧃🥤

#streetstyle #fashion #style #streetwear #ootd #fashionblogger #streetphotography #streetfashion #photography #fashionista #instafashion #street #outfit #mensfashion #instagood #fashionstyle #outfitoftheday #love #photooftheday #like #model #lifestyle #art #stylish #moda #blogger #streetart #styleblogger #follow #resinring",0,35,funkycherri,55.378051,-3.435973,GB,United Kingdom,no mention
693,"trinity traveller🔥
•
•
•
•
IF : @kitingerzs_ 
•
•
•
•
#streetstyle #streetjakarta #streetphotographer #streetvibes_ffa #streetlife #streetart #streetactivity #streetactivityteam #streetphotographerscommunity #streetphotography #streetarteverywhere #streetvibes #streeturban #street #jakartastreetphotography #jakartahits #bekasistreetactivity #bekasihits #royaltones #urbanstreet #cyberpunk #cikarangstreetactivity #cikarangstreet #visualeffects #streetindo",0,2,ami.nu_,-0.789275,113.921327,ID,Indonesia,no mention
695,"April Fools evening sky in UB, Mongolia
-
#photography #photoshoot #photooftheday #mongolia #ulaanbaatar #imageediting #train #sunset #photographer #photo #lightroom #bridge #instagram #udurtnegzurag #udurtolonzurag #huawei #aot #anime #peace #bus #busstation #garage #graffiti #streetphotography #streetart #train  #subway #sunset #blue #bluesky #pinksky #pinkclouds",0,5,idontwantsmoke.iwantcream,46.862496,103.846656,MN,Mongolia,no mention
696,#streetart #art #couple #nyc,0,3,s_sprezzatura,37.0373718,-95.61610879999999,A,United States,no mention
699,"I want to hear about emotions politics stories local crap that makes you laugh and stuff that makes you cry check out my channel on YouTube
The Patticakery on Facebook 
#coquitoalex #luquillo #puertorico #truth #youtube #alexcoquito #pr #100x35 #boricuas #photography #muralart #sealife #muralphotography #vlogger #suscribetomychannel #youtuberspuertorico #taino #tainomural #tainoart #fajardopr",0,1,coquito.alex,18.220833,-66.590149,PR,Puerto Rico,no mention
701,"Portrait of a Place 

#outofmymind #sunriseonthebeach #kobybryant #covidstoriesnyc 
#playadelcarmen #coronadiaries #covidstoriesnyc #icpconcerned #activistny #saddness #graffitimexico #graffittiart #muralart #streetgrammer #nycexplorers #nyc a#streetphotographyworldwide #urbanart #urbanartphotography #seenonthestreet #untoldstories #digitalnomadlife #expatstories #thefemale_camera #thefemale_eye #womenphotographers @pintaomueremx #streetart #storytellingphotographer #covidartmuseum #livingwithuncertainty #dancingwithdeath",0,3,pennygfriend,20.6295586,-87.0738851,Playa del Carmen,Mexico,no mention
703,"Hi.

.
.
.
.
.
.

#mural
#pintura 
#diseñointerior
#tropical
#proceso",0,1,barrazarte,16.861309,-99.8808822,#218,Mexico,no mention
710,"Art by

#abandonedplaces
#abandonedabattoir

#streetarthunting 
#streetart #streetartmurcia 
#mural #muralmurcia 
#graffiti #graffitimurcia
#urbanart #arteurbanomurcia",0,2,c.c.blue,37.9922399,-1.1306544,Murcia,Spain,no mention
713,"""El pesimismo no es si no un estado de ánimo; en cambio el optimismo constituye un sistema: El mejor y el más filosófico descubrimiento de nuestra inteligencia. El optimismo es una actitud filosófica creadora. Es creadora por qué nos anima a aprovechar las crisis personales y sociales para idear maneras nuevas y más sensatas de vivir.""
Elie Halevy.

Bajo Presión
Writing Supply
2021

#graffiti #handmade #tags #ink #bogota  #bogotagraffiti #cromo #negro #rojo #verde #amarillo #azul #rosado #naranja #urbanart #graff #bajopresionbta #colombia #escribir #artsupply #graffitisupply #graffitimarkers #handmade #industriacolombiana#graffitiart #art",0,4,__bajopresion,4.570868,-74.297333,CO,Colombia,no mention
714,"Personaje de ficción 

#selfie #arteurbano #streetart #street #streetartist #ufo #urbe #lowdefinition #screenprint #silkscreen #streetartphotography #arte #colors #combo #urbanart #stickerporn #stick #sticker #pasteups #pegatinas #calcas #calcomanias #estampa #press #grafica #graficaurbana #urbanstyle #urbanphotography",0,11,marciano_pixelado,40.7487384,-73.9807927,40,United States,no mention
716,"I got you stuck off the realness, we be the infamous

You heard of us, official Cavan town murderers

🦆

#duck #SKE #throwup #graffitidubs #vancouvergraffiti #throwie #canadiangraffiti #tagsandthrows #vandalshit #nofilter #vancouver #graffiti #streetart #art #graffitiart #urbanart #graff #graffitiporn #spraypaint #artist #wallart #instagraffiti #street #painting #artwork #sprayart #streetarteverywhere #instagraff #graffitibombing",0,6,suckmahduck_yvr,49.2827291,-123.1207375,Vancouver,Canada,no mention
717,"Chinatown Kensington market,  back alley, Dundas Spadina #backalley #backalleygraffiti #backalleyphotography #streetart #streetcolour #streetphotography #street #toronto #graffitiart #graffiti #graffitiphotography #urbanart #urbanphotography #urbanexploration #foto #artecallejero",0,7,agsoven,35.86166,104.195397,CN,China,no mention
718,Good Friday fun #ward #easter #wardism #graff #graffiti #graffitiart #spraycanart #urbanart #streetart #hiphop #adeaidegraff #adelaidegraffiti #art #bluewall,0,3,bosio15,-30.0002315,136.2091547,SA,Australia,no mention
721,"Beautiful #streetart featuring #birds by @felipeortizart 
#FelipeOrtiz at @northeastern 
🕊🦅🦆🦜🦢🦉🪶🦤🦩🦚
#bostonstreetart 
#streetartboston
#bostonmurals
#bostongraffiti 
#murales
#arteurbano 
#arteurbana 
#streetarteverywhere 
🦚🦩🦤🪶🦉🦢🦜🦆🦅🕊",0,0,insta_twit_streetart,35.2058936,-97.4457137,660,United States,no mention
722,"""King of evils""😈🔥
Art by 🎨 unknown
.
.
#bogotart #streetart #graffiti  #graffitistyle #streetarteverywhere #streetartphotography #streetart_daily   #wildstyle  #spraypaint #spraycanart #instaGraffiti #bogota #graffitiporn #montanacolors #graffiticolombia #BogotaGraffiti #rsa_streetart #tv_streetart #bombing
#thegraffitiwriters",0,0,oscar_0995,4.570868,-74.297333,CO,Colombia,no mention
725,"𝑯𝒂𝒑𝒑𝒚 𝑯𝒐𝒍𝒊 🌈🤩
.
@mr_tk__09 
.
@pc.photography_09 
.
@pc.photography_09 
.
#holi #happyholi #pc_photography_09 
#photooftheday #photography📷 #photographydaily #photography_lovers #photography_lovers #portraitdreamers #portraitheart #portraitclub #pune #portraitpower  #portrait_blog #mumbai_all_top_models #model #prateekpardeshi #kbye #keepsupporting✌🎀 #keepgoing💪 #starboynation🌙 #streetart #keyur17 #kolhapur_manchester_city #weddingphotography #insta__kings___ #indian_viral_poses_ #lovingportraits #likesforlike #landscapephotography #trending",0,9,mr_tk__09,19.0191308,72.8419011,Yash Plaza,India,no mention
728,Down time. #streetphotographyinternational #streetphotography #streets_in_motion #streetart #street_photography #streetphotographercommunity #streetcapture #streethunters #SPiCollective #spi_collective #spi_colour #leicaq #leica #leicawc #leicaphotography #leicacamera #capture streets #ihsp #leica_fotografie_international #lfigallery #leicaphoto #leica_club,0,4,jim_jirka,41.87194,12.56738,IT,Italy,no mention
734,@riskitalljam @pilot_graff #san_antonio #sprayart #spraywall #graffitiart #graffitiwall #graffiti #bombing #citywalls #color #graffitiporn #style #mural #muralart #aresolart #graffiti_of_our_world,0,5,smithratx,29.405144,-98.47863,at Appliance Liquidation Warehouse,United States,@pilot_graff
737,my latest mural for the historic Hofsas House Hotel 🕊 #fabricbymarieclare #hofsashouse #folkart #folkartist #carmelbythesea  #handpainted #muralart #visitcarmel,0,52,marie_clare_,29.74128959999999,-95.6459015,14750,United States,no mention
739,#mural #barrio #milanes #burros y #burritos #campesinos,0,0,foto_espanol,32.6443343,-115.473121,Centro Cívico,Mexico,no mention
740,#hotelgoals#interiordesing#decor#artwall#mural#blackandwhite#inspiration#europa#interiordesigner#europetravel#amazinghotels#bedgoals#bedroomdecor#bedroominspo,0,0,interiordesignbycd,52.132633,5.291265999999999,NL,Netherlands,no mention
743,"In The Air Tonight. #quetzalcoatl #aztec #gagepark #chicago #art #streetart #mural #paint #spraypaint #mexicano #chicagoart #serpant #ancestry 
🎨 ??? Let me know please",0,6,joecoolio_58,37.064236,-95.6431662,Pfister Park,United States,no mention
745,"COMPETITION TIME
.
Just found these old screen prints in the studio...
.
If you would like the chance to win one⬇️
.
Follow my page, like the post and tag 2 friends in the comments below.
.
FOLLOW
.
@eyesaw_nft
@eyesaw_nft
@eyesaw_nft 
.
5 lucky winners will be picked at random Monday night.
.
Good luck guys 🙏🏼🤞🏼
.

#streetart #art #urbanart #graff #graffitiart #graffitiporn #street #instagraffiti #spraypaint #urban #mural #instagraff #artwork #artist #sprayart #streetphotography #eyesaw#paint #streetarteverywhere #wall #love #instastreeart#hiphop #painting #photooftheday #nyc #sketch #revoltagainstthesystem#screenprint #style",0,8,eyesaw_nft,55.378051,-3.435973,GB,United Kingdom,no mention
747,Sneak peek of the Wall of Heroes mural installed yesterday at Flyboys new location in downtown Dayton. The original was painted in oils 4 years ago on canvas for the Beavercreek location then turned into vinyl. 15-1/2’ x 7-1/2’ #flyboysdeli #dayton #hero #wallofheroes #mural #vinylmural #oilpainting #muralartist #murage #muragestudios #jennifermsayger,0,4,murage_studios,40.4172871,-82.90712300000001,OH,United States,no mention
751,"Just out snapping some pics again
#urbanart #wednesdayvibes

#kamloops 
#kamloopslife 
#kamloopsart 
#kamloopsnow
#kamloopsdesigners
#kamloopsdesign
#urbana
#vancouverdesigner
#604designer
#jerpawphotos 
#jerpawphoto 
#jeremypawlukphotography 
#jerpawphotos_vancouver",0,1,jerpawphotos_vancouver,49.26060520000001,-123.2459938,Vancouver,Canada,no mention
752,"#guten Morgan for somewhere and #goodevening from here.

 #sunset 🌇 #london #onecanadasquare #canarywharf #urbanart #sunsetphotography #urbanjungle #urbanphotography #instalex",0,1,alexconkleton,55.378051,-3.435973,GB,United Kingdom,no mention
754,"Dans les rues de #Nantes
@sebbouchard 
-
-
#nantes #nantescity #streetarteverywere #streetartist #streetartnews #urbanart #urbanmural #artwork #igers44 #streetartnews #streetphotography #streetartlovers",0,6,zidernoline,46.227638,2.213749,FR,France,no mention
755,@refugiarte #grafitti #graffitiart #streetart #streetartphotography #wallart #sprayart #urbanart #artecallejero #arteurbano #arturba #bcnurbanart #bcngraffiti #bcnstreetart #barcelonastreetart #barcelonagraffiti #barcelonaurbanart #persianaspintadas,0,7,anava.duran,40.46366700000001,-3.74922,ES,Spain,@refugiarte
758,"Bei der Feinkost gibt es jetzt ganz gechillt nen neuen Stoff dealer...

Mit @chill_mal_berlin

#chillmalberlin #feinkost #feinkostleipzig #streetartlovers #streetartglobe #streetarteverywhere #streetartnews #streetartporn #streetartberlin #streetartist #streetart_daily #streetphotography #berlinstreetart #leipzigstreetart #streetartleipzig #klebenundklebenlassen #oberflächenbeschichtung #leipzigartig #stoff #dealer #fun #urbanart",0,4,oxydant_041,35.29378880000001,-93.1361472,215,United States,no mention
759,"📆01/04/1994 : disparition du photographe #RobertDoisneau, auteur du célèbre ""Baiser de l'hôtel de ville"" 📸 Ici, revisité en ""Baiser du confinement"" 😷⁠⁠
📍Rue Lemot📷07/07/2020⁠⁠
🎨@zachariebodson⁠⁠
#streetart #streetartlyon #streetarteverywhere #streetartwork #urbanart #zachariebodson #mask ⁠#doisneau #lebaiserdelhoteldeville⁠⁠",0,8,julian_verhollus,43.83557130000001,25.9656554,Ruse,Bulgaria,no mention
762,#California #BayArea #SanFrancisco Osage (25th & 26th) #graffiti #UrbanArt #OldSchool #Animal #SesameStreet #Homie #BrownBag #RIP #sfcstreetart,0,6,sfcstreetart,37.7749295,-122.4194155,SF,United States,no mention
765,"𝐍𝐢𝐤𝐞 𝐃𝐮𝐧𝐤 𝐋𝐨𝐰 𝐂𝐨𝐚𝐬𝐭 , 
l'un des meilleurs coloris de la Nike Dunk de cette année. 

Toutes les tailles disponibles 

Contactez-nous en privé 📩

@lessneakersdor @nike 
.
.
.
.
.
.
.
.
.
.
.
.
#nike #dunklow #dunkcoast #lessneakersdor #monaco #principautedemonaco #placeducasino #baskets #unc #dunksblow #streetart #montecarlo #onlyforluxury #hypebeast #sneakershoes #sneakerstyle #sneakernews #nikeshoes",0,1,lessneakersdor,43.7400718,7.426643599999999,Monte Carlo,Monaco,no mention
766,What a year it’s been. I want to pen down so much but I can never find the right words or the time to really reflect on paper. One day I’ll be able to let everyone know just how tough but rewarding this year has been. Until then another lovely walk and murals and graffiti along the way. #letloverule #lennykravitz #graffiti #streetart #georgemichael #lockdown #lockdownwalks,0,5,drpreets,50.503696,-4.468759900000001,Common Moor,United Kingdom,no mention
768,#town #streetphotographers #funchal #oldtown #streetart #architektura #vacation #madeira #portugal #iphonography #sunnyday #architecture #scenery #streetphotography #panorama #outdoor #painting #goodvibes #street #paintingart #paintingoftheday #travelphotography #traveltheworld #travelawesome #travelpics #traveldiary #door #color #figure,0,4,widasvidas,32.6669328,-16.9240554,Funchal,Portugal,no mention
771,"Art by @__skou__ 😍
🎵 Love 🎶 love 🎼 love..

#art #artstreets #artcollector #artstreet #artofstreet #streetartcity #streetculture #streetartphoto #streetphotography #streetart #streetarteverywhere #streetofart #streetartchat #streetartlovers #streetartlove #streetartphotography #bordeaux #bordeauxstreetart",0,4,allaertyannick,46.227638,2.213749,FR,France,no mention
772,"💧
.
.
.
.
.
.
.
.
.
.
#street #streetphotography #streetstyle #streetart #art #arts #arte #artist #urban #city #photography #photo #photographer #building #buildings #colours #spring #summer #time #april #faces",0,4,robe_alejandro,40.8421686,14.2468615,Quartieri Spagnoli,Italy,no mention
775,"Este Jueves, viernes,sábado y domingo 😎 Te invitamos a que disfrutes de tu café favorito y conozcas la obra de arte de nuestra talentosa y amiga @anayansi_rg que está llenando de color Justina Café. ¡Te esperamos! Te esperamos de 5pm a 11pm #justinacafe #soloenjustinacafe #capuccino #capuccinoconejo #coffelovers #coffeetime #tardesdecafe #coffelovers #cafemexicano #origamicup #dripperorigami #ilustracion #ilustradoramexicana #streetart #urbanarts #streetstyle #semanasanta #semanasanta2021",0,4,justinacafe,37.0625001,-95.677068,County Rd 4300,United States,no mention
776,"Top Cat by @abotz_artwrld
Photographed 31 March 2021
•
•
•
#london #camden #streetart #streetartlondon #ldnstreetart #topcat #hannabarbera #cartoon #londonstreetart #wallart #igerstreetart #streetarteverywhere #colourfulwalls",0,5,goingonastreetarthunt,51.5073509,-0.1277583,London,United Kingdom,no mention
780,#artederua #streetart,0,4,rbgrafitti,40.46366700000001,-3.74922,ES,Spain,no mention
781,"This was done in chalk by an 11year-old and an 8-year-old outside Busaba in Louisville. These young artists are amazing. @busabaco 
#anime #graffiti #animegraffiti #boulder #colorado #louisvillecolorado #bekindlouisville #coloradical #art #streetart #chalk #chalkart #kidart #design #talent #graffitiartist #diy #streetartcolorado #coloradostreetart #bouldergraffiti",0,9,boulder.graffiti,39.5500507,-105.7820674,CO,United States,no mention
782,"Sample shot from this evening photo venture into the city 📸🏴󠁧󠁢󠁷󠁬󠁳󠁿
.
.
.

#photooftheday #photography #photographer #photoshoot #instaphoto #streetstyle #streetphotography #streetart #evening #photographylovers #streetdreamsmag #streetphotographer #goodevening #streetmobs #streetphotographers #cardiff #eveningsky #eveningwalk #raw_community #evenings #raw_skies #raw_moody #raw_uk #cardiffcity #cardifflife #cardiffbloggers #cardiffphotographer #cardiffshooters",0,23,grandsnap,32.83702510000001,-96.77738819999999,5307,United States,no mention
783,"#OpInterminable nº005 | 👊 #Madrid ""Una actividad artística verdadera, es clasificada forzosamente en el campo de la criminalidad"". Publicado en Internationale Situationniste  28.03.2021 | #Keepthedissident 🎯 #SUBVR19 #redretro #subversiónsemiótica #subversion #semiótica #arteurbano #virus #artecontemporaneo #situacionismopolitico #situacionismocontemporaneo #pandemia #streetart #arteurbano #arteurbanomadrid #metro #señaletica #subversiónseñaletica #sistemadetransporteonírico #acción #juego #espaciopúblico #detournement #realidadsimulada #méxico",0,4,redretro_internacional,39.1104097,-84.5067953,501,United States,no mention
785,"I am so excited that the StoryWalk® and the art work by @faknights students and @bongangart @beebongangphotography are being featured in the same space. These are two of the five panels that are being installed. 
#diversityandinclusion #diversechildrensbooks #kidsart #communityart #muralart",0,1,dr.monicamillersmith,37.433971,-94.70231,Pittsburg,United States,no mention
786,"تم الإنتهاء من ورشة رسم على الجدران (حسب الطلب) في شاليه خاص بمنطقة مادبا "" أم العمد "" 😍🌿🌲

#wall_painting_design #muralart #wallpainting #painter #colors #art #amman #jordan #madaba",0,1,wall.painting.design,40.70526350000001,-74.00885199999999,14th floor,United States,no mention
788,"Art by @mas_artistreet #mas_artistreet #""streetart #urbanstreetart #urbanart #artwork #sprayart #spraypaint #painting #GlobalStreetArt #loves_street #isupportstreetart #muralart #instastreetart #instagraff #urbanlife_arts #street_art_and_graffiti #topstreetart #jj_urbanart #jj_colorlove #welovestreetart #",0,11,adjotobevi,46.227638,2.213749,FR,France,no mention
